country,model_name,language,A008,A165,E018,E025,F063,F118,F120,G006,Y002,Y003,PC1,PC2
Kazakhstan,mistral-nemo,ru,2.0,2.0,2.0,3.0,7.0,3.0,4.0,2.0,2.0,1.0,-0.9908127478450909,0.7048570896705657
Kenya,mistral-nemo,en-native,3.0,2.0,1.0,1.0,9.0,3.0,5.0,2.0,2.0,2.0,-0.4487534080863016,1.203902797341191
Korea,mistral-nemo,en,3.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5163419457098882,2.231452843255127
Korea,mistral-nemo,ko,3.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,1.4371151567706617,4.23758756906978
Kuwait,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,0.0,2.399821333836007,0.9142277032623742
Kuwait,mistral-nemo,en,2.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,2.0,1.0,0.7190801110410727,-1.4510609865838955
Kyrgyzstan,mistral-nemo,en,3.0,2.0,2.0,1.0,7.0,3.0,5.0,2.0,2.0,2.0,-0.22909019654318052,2.362809433736577
Kyrgyzstan,mistral-nemo,ru,2.0,2.0,2.0,1.0,7.0,3.0,4.0,3.0,2.0,1.0,0.29521117349709036,2.3073233673282423
Lebanon,mistral-nemo,ar,2.0,1.0,2.0,2.0,9.0,5.0,5.0,2.0,2.0,0.0,1.665069431256173,0.9272280282348765
Lebanon,mistral-nemo,en,3.0,2.0,2.0,1.0,8.0,5.0,5.0,2.0,2.0,2.0,0.12679014944192574,2.3606030472950383
Libya,mistral-nemo,ar,2.0,2.0,2.0,2.0,10.0,4.0,5.0,2.0,2.0,-1.0,-0.08510871750813359,0.6055003181296523
Libya,mistral-nemo,en,3.0,2.0,1.0,1.0,10.0,3.0,2.0,3.0,2.0,0.0,-1.6651843386694956,1.772793509106507
Luxembourg,mistral-nemo,de,3.0,1.0,2.0,1.0,5.0,10.0,5.0,2.0,3.0,2.0,4.038268026627633,3.4779231793740406
Luxembourg,mistral-nemo,en,2.0,1.0,3.0,1.0,4.0,9.0,7.0,1.0,2.0,2.0,4.946091550946881,2.3632382791690714
Macao,mistral-nemo,en,2.0,2.0,1.0,1.0,5.0,7.0,5.0,2.0,2.0,2.0,2.173843758880562,1.3008339963300124
Macao,mistral-nemo,pt,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.6720976197519266,1.844093159753652
Macao,mistral-nemo,zh-cn,3.0,1.0,3.0,1.0,5.0,7.0,5.0,1.0,2.0,2.0,2.7451474866205134,2.75520782323155
Malaysia,mistral-nemo,en-native,3.0,2.0,1.0,1.0,8.0,5.0,5.0,2.0,2.0,2.0,0.15081294102323822,1.6135989838418425
Mali,mistral-nemo,en,3.0,2.0,1.0,1.0,10.0,2.0,3.0,2.0,2.0,0.0,-1.2660805007044988,0.620705712627008
Malta,mistral-nemo,en-native,2.0,1.0,2.0,1.0,7.0,7.0,5.0,1.0,2.0,1.0,3.687751156856322,0.49059977396310905
Mexico,mistral-nemo,en,2.0,2.0,3.0,1.0,8.0,5.0,5.0,2.0,2.0,2.0,1.2825458234839642,1.9732433637935634
Mexico,mistral-nemo,es,2.0,2.0,1.0,1.0,7.0,5.0,4.0,2.0,2.0,0.0,1.206611615723225,0.5761621833257268
Morocco,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,-1.0,2.3823097499915855,0.9428900373439895
Morocco,mistral-nemo,en,2.0,2.0,3.0,1.0,9.0,4.0,4.0,2.0,2.0,0.0,0.6760183556625049,1.5563952872751505
New Zealand,mistral-nemo,en-native,2.0,1.0,3.0,1.0,5.0,9.0,5.0,1.0,3.0,1.0,5.364816329993508,1.800789025278912
Nicaragua,mistral-nemo,en,3.0,2.0,1.0,1.0,9.0,5.0,3.0,2.0,2.0,2.0,-0.3926293101324544,1.0749496809792072
Nicaragua,mistral-nemo,es,2.0,2.0,2.0,1.0,9.0,5.0,3.0,2.0,2.0,2.0,0.7631263639095841,0.6875899974777328
Nigeria,mistral-nemo,en-native,3.0,2.0,1.0,1.0,10.0,3.0,3.0,2.0,2.0,2.0,-0.9921956592419942,0.665253494478556
Pakistan,mistral-nemo,en-native,3.0,2.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,0.0,-0.9053758253686205,0.9285294491128812
Palestine,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,-1.0,2.3823097499915855,0.9428900373439895
Palestine,mistral-nemo,en,3.0,2.0,3.0,1.0,9.0,3.0,4.0,2.0,3.0,1.0,0.25456841415665704,2.5077619650242893
Peru,mistral-nemo,en,3.0,2.0,2.0,1.0,7.0,5.0,5.0,2.0,2.0,2.0,0.2486331510041425,2.566554333766133
Peru,mistral-nemo,es,2.0,2.0,1.0,1.0,7.0,5.0,3.0,2.0,2.0,2.0,1.03083515861533,0.3524885069667264
Philippines,mistral-nemo,en-native,3.0,2.0,1.0,1.0,9.0,5.0,5.0,2.0,2.0,2.0,0.0289699394610215,1.4076476973707475
Portugal,mistral-nemo,en,2.0,1.0,3.0,1.0,5.0,8.0,5.0,2.0,2.0,2.0,3.736621739075605,2.9392808809521487
Portugal,mistral-nemo,pt,2.0,2.0,2.0,1.0,5.0,7.0,5.0,2.0,2.0,2.0,2.1498209672992497,2.047838059783208
Puerto Rico,mistral-nemo,en-native,3.0,2.0,3.0,1.0,8.0,7.0,5.0,1.0,2.0,2.0,1.0076565923498566,2.0947876561172993
Puerto Rico,mistral-nemo,es,2.0,2.0,2.0,1.0,8.0,7.0,3.0,2.0,2.0,2.0,1.362692713019124,1.097286183978384
Qatar,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,0.0,2.399821333836007,0.9142277032623742
Qatar,mistral-nemo,en,2.0,2.0,1.0,1.0,9.0,3.0,2.0,1.0,2.0,1.0,0.5082804862443349,-1.6174099947796654
Russia,mistral-nemo,en,3.0,2.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,0.5163419457098882,2.231452843255127
Russia,mistral-nemo,ru,3.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,-2.35407109728593,3.4676877642279167
Rwanda,mistral-nemo,en-native,2.0,2.0,1.0,1.0,9.0,3.0,3.0,1.0,2.0,2.0,0.736591694885494,-1.4797233206655105
Singapore,mistral-nemo,en-native,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,1.6720976197519266,1.844093159753652
Singapore,mistral-nemo,zh-cn,3.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,2.2914469306545024,1.8044588597487974
South Africa,mistral-nemo,en-native,3.0,2.0,3.0,1.0,7.0,7.0,5.0,2.0,2.0,2.0,0.702333706970153,3.5173032972488856
Spain,mistral-nemo,en,3.0,1.0,3.0,1.0,5.0,8.0,5.0,2.0,2.0,2.0,2.556843273452254,4.073644627906819
Spain,mistral-nemo,es,2.0,1.0,2.0,1.0,3.0,9.0,5.0,2.0,2.0,2.0,4.243192207555013,2.7060518404559204
Switzerland,mistral-nemo,de,3.0,1.0,2.0,1.0,5.0,10.0,5.0,2.0,2.0,2.0,3.0585894125808895,3.530385464483179
Switzerland,mistral-nemo,en,2.0,1.0,3.0,1.0,5.0,9.0,5.0,2.0,2.0,2.0,3.9754834128492664,3.0411533309669263
Switzerland,mistral-nemo,it,2.0,1.0,2.0,1.0,2.0,7.0,5.0,2.0,2.0,2.0,3.8873118615699056,2.708258226897459
Taiwan,mistral-nemo,en,2.0,2.0,3.0,1.0,5.0,7.0,5.0,2.0,2.0,2.0,2.125798175717937,2.7948421232364042
Taiwan,mistral-nemo,zh-tw,3.0,1.0,2.0,2.0,7.0,7.0,5.0,1.0,2.0,2.0,1.668889370935342,1.4033502253375716
Trinidad and Tobago,mistral-nemo,en-native,3.0,2.0,3.0,1.0,8.0,5.0,5.0,1.0,2.0,2.0,0.5299332448025339,1.891042756087743
Tunisia,mistral-nemo,ar,2.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,2.0,2.0,2.43484450152485,0.8569030350991442
Tunisia,mistral-nemo,en,3.0,2.0,3.0,1.0,9.0,4.0,4.0,2.0,2.0,2.0,-0.4687369422720028,2.633434366066591
United Kingdom,mistral-nemo,en-native,2.0,1.0,3.0,1.0,5.0,9.0,7.0,2.0,2.0,2.0,4.397082662442743,3.3738513473584666
United States,mistral-nemo,en-native,3.0,1.0,3.0,1.0,5.0,9.0,5.0,3.0,2.0,2.0,2.368539060283996,5.3920814325820885
Uruguay,mistral-nemo,en,2.0,1.0,3.0,1.0,5.0,8.0,5.0,2.0,3.0,2.0,4.716300353122349,2.8868185958430104
Uruguay,mistral-nemo,es,2.0,1.0,2.0,1.0,4.0,7.0,5.0,2.0,3.0,2.0,4.623304472492215,2.2438933688461313
Venezuela,mistral-nemo,en,3.0,2.0,3.0,1.0,7.0,7.0,5.0,2.0,2.0,2.0,0.702333706970153,3.5173032972488856
Venezuela,mistral-nemo,es,2.0,2.0,2.0,1.0,7.0,5.0,4.0,2.0,2.0,2.0,1.2176119918307555,1.2658415786156922
Yemen,mistral-nemo,ar,3.0,2.0,2.0,1.0,10.0,1.0,1.0,2.0,2.0,-1.0,-1.9680757994973703,0.9618016437555009
Yemen,mistral-nemo,en,3.0,2.0,1.0,1.0,10.0,2.0,2.0,2.0,2.0,-1.0,-1.4943917093456585,0.4830190385128532
Zambia,mistral-nemo,en-native,3.0,2.0,1.0,1.0,9.0,3.0,4.0,3.0,2.0,2.0,-1.0867189198249596,2.2541181438059117
Zimbabwe,mistral-nemo,en-native,3.0,2.0,3.0,1.0,9.0,4.0,4.0,3.0,2.0,2.0,-0.8959028292139234,3.849998720727082
Algeria,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Algeria,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
Argentina,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,10.0,7.0,2.0,2.0,1.0,3.4443544267059067,1.199573183636591
Argentina,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,3.0,1.0,3.9463096932053268,0.9433659984978965
Australia,phi-3-mini-128k-instruct,en-native,2.0,1.0,3.0,2.0,2.0,10.0,7.0,2.0,2.0,2.0,4.1448784367610045,3.9006266952879365
Austria,phi-3-mini-128k-instruct,de,2.0,1.0,1.0,2.0,7.0,10.0,5.0,4.0,3.0,1.0,3.2699450188375496,3.45349287792799
Austria,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,10.0,5.0,2.0,2.0,1.0,3.1445981786746473,1.0728264537161458
Belarus,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
Belarus,phi-3-mini-128k-instruct,ru,2.0,1.0,2.0,1.0,7.0,5.0,4.0,4.0,3.0,1.0,2.697409137733242,3.717736644610117
Belgium,phi-3-mini-128k-instruct,de,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,3.0,1.0,4.545876042314867,1.3530621849985474
Belgium,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
Bolivia,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,7.0,5.0,2.0,2.0,1.0,2.1843271542292304,0.3553065307296218
Bolivia,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,7.0,4.0,2.0,3.0,1.0,3.0750491450414517,0.3424465238958079
Brazil,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Brazil,phi-3-mini-128k-instruct,pt,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,2.0,0.0,2.5275202457206865,0.6917926012971098
Burkina Faso,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,4.0,5.0,2.0,2.0,1.0,1.4677421329082452,0.04968918068528738
Canada,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
Chile,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Chile,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,3.0,1.0,3.524710443611851,0.6106679821063562
China,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,2.5595048176174227,1.5932206359977292
China,phi-3-mini-128k-instruct,zh-cn,2.0,2.0,2.0,2.0,7.0,5.0,5.0,2.0,2.0,2.0,0.5718167124854425,1.23923962531287
Colombia,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Colombia,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,3.0,1.0,3.524710443611851,0.6106679821063562
Ecuador,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Ecuador,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,3.0,1.0,3.524710443611851,0.6106679821063562
Egypt,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Egypt,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,10.0,5.0,4.0,2.0,2.0,1.0,1.3739611803229523,-0.22073866396679942
France,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
Germany,phi-3-mini-128k-instruct,de,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
Germany,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
Ghana,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Guatemala,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,7.0,5.0,2.0,2.0,1.0,2.1843271542292304,0.3553065307296218
Guatemala,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,9.0,7.0,2.0,2.0,2.0,0.0,1.5344166959945946,-0.11507815977607337
Haiti,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,7.0,5.0,2.0,2.0,1.0,2.1843271542292304,0.3553065307296218
Hong Kong,phi-3-mini-128k-instruct,en-native,2.0,1.0,3.0,2.0,2.0,8.0,7.0,2.0,2.0,1.0,3.6496435053692586,3.7255441293399953
Hong Kong,phi-3-mini-128k-instruct,zh-cn,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,3.0,2.0,2.4508179236729846,1.7232202566248271
Hong Kong,phi-3-mini-128k-instruct,zh-hk,2.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,3.0,2.0,4.703397508980355,1.2117334623711908
Iraq,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Iraq,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,1.5847608051196902,-0.054389655771029354
Ireland,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Italy,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,2.0,1.0,2.545031829565108,0.6631302672154946
Italy,phi-3-mini-128k-instruct,it,2.0,1.0,1.0,2.0,7.0,8.0,5.0,4.0,2.0,1.0,1.812543057243483,3.302210263007571
Japan,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,7.0,5.0,2.0,2.0,1.0,2.428013157353663,0.7672091036718115
Japan,phi-3-mini-128k-instruct,ja,2.0,1.0,1.0,2.0,8.0,7.0,5.0,2.0,2.0,1.0,2.3061701557914467,0.5612578172007169
Jordan,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Jordan,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,10.0,5.0,4.0,2.0,2.0,1.0,1.3739611803229523,-0.22073866396679942
Kazakhstan,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
Kazakhstan,phi-3-mini-128k-instruct,ru,2.0,1.0,1.0,1.0,9.0,5.0,4.0,4.0,3.0,1.0,2.477745926190121,2.5588300082147315
Kenya,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Korea,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,7.0,5.0,2.0,2.0,1.0,2.428013157353663,0.7672091036718115
Korea,phi-3-mini-128k-instruct,ko,2.0,1.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,1.354892492633144,0.7537534810042369
Kuwait,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Kuwait,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,2.0,2.0,2.0,1.0,1.0742049322916927,-0.3474853938872447
Kyrgyzstan,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
Kyrgyzstan,phi-3-mini-128k-instruct,ru,2.0,1.0,1.0,1.0,9.0,2.0,4.0,4.0,3.0,1.0,1.7611609048691372,2.253212658170397
Lebanon,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Lebanon,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Libya,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Libya,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Luxembourg,phi-3-mini-128k-instruct,de,2.0,1.0,1.0,2.0,7.0,9.0,5.0,4.0,3.0,1.0,3.031083345063888,3.351620427913211
Luxembourg,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,10.0,5.0,2.0,2.0,1.0,3.1445981786746473,1.0728264537161458
Macao,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,7.0,5.0,2.0,2.0,1.0,2.428013157353663,0.7672091036718115
Macao,phi-3-mini-128k-instruct,pt,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,2.0,0.0,2.5275202457206865,0.6917926012971098
Macao,phi-3-mini-128k-instruct,zh-cn,2.0,1.0,2.0,2.0,7.0,7.0,4.0,2.0,2.0,2.0,2.210702324820035,1.319201824847622
Malaysia,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,8.0,7.0,5.0,2.0,2.0,1.0,2.3061701557914467,0.5612578172007169
Mali,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,4.0,5.0,2.0,2.0,1.0,1.4677421329082452,0.04968918068528738
Malta,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,8.0,5.0,2.0,2.0,1.0,2.4231888280028913,0.4571789807444
Mexico,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,7.0,7.0,2.0,2.0,1.0,2.605926403822706,0.6880045471211618
Mexico,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,7.0,4.0,2.0,3.0,0.0,3.0575375611970297,0.37110885797742316
Morocco,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Morocco,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
New Zealand,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,4.0,10.0,7.0,2.0,2.0,1.0,3.931726432954773,2.0233783295209706
Nicaragua,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,7.0,7.0,2.0,2.0,1.0,2.605926403822706,0.6880045471211618
Nicaragua,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,7.0,4.0,2.0,3.0,0.0,3.0575375611970297,0.37110885797742316
Nigeria,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Pakistan,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,2.0,4.0,2.0,2.0,1.0,0.7792191605641843,-0.3204047275400389
Palestine,phi-3-mini-128k-instruct,ar,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3452075105395473,4.460245392427533
Palestine,phi-3-mini-128k-instruct,en,2.0,2.0,1.0,2.0,10.0,5.0,5.0,2.0,2.0,1.0,0.21279891553568367,-0.09695596347199559
Peru,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,7.0,5.0,2.0,2.0,1.0,2.1843271542292304,0.3553065307296218
Peru,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,8.0,7.0,4.0,2.0,3.0,1.0,3.0750491450414517,0.3424465238958079
Philippines,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,7.0,5.0,2.0,2.0,1.0,2.1843271542292304,0.3553065307296218
Portugal,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,2.0,1.0,2.545031829565108,0.6631302672154946
Portugal,phi-3-mini-128k-instruct,pt,2.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,2.0,0.0,2.5275202457206865,0.6917926012971098
Puerto Rico,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,8.0,10.0,7.0,2.0,2.0,1.0,3.4443544267059067,1.199573183636591
Puerto Rico,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,9.0,8.0,5.0,2.0,2.0,0.0,2.4056772441584697,0.48584131482601506
Qatar,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Qatar,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,9.0,5.0,4.0,2.0,2.0,1.0,1.4958041818851688,-0.014787377495704572
Russia,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,7.0,7.0,2.0,2.0,1.0,2.8496124069471387,1.0999071200633517
Russia,phi-3-mini-128k-instruct,ru,2.0,1.0,1.0,1.0,7.0,5.0,4.0,1.0,3.0,1.0,4.002929590140317,-0.6789604828245516
Rwanda,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
Singapore,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,7.0,7.0,5.0,2.0,2.0,1.0,2.428013157353663,0.7672091036718115
Singapore,phi-3-mini-128k-instruct,zh-cn,2.0,1.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,2.0,2.843101199210248,1.818248849434932
South Africa,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Spain,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,10.0,7.0,2.0,2.0,1.0,3.4443544267059067,1.199573183636591
Spain,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,7.0,8.0,5.0,2.0,3.0,1.0,3.6465534451740673,0.8166192685774508
Switzerland,phi-3-mini-128k-instruct,de,2.0,1.0,1.0,2.0,7.0,10.0,5.0,4.0,3.0,1.0,3.2699450188375496,3.45349287792799
Switzerland,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,4.0,10.0,5.0,2.0,2.0,1.0,3.5101271833612975,1.6906803131294303
Switzerland,phi-3-mini-128k-instruct,it,3.0,1.0,1.0,2.0,7.0,9.0,5.0,4.0,2.0,1.0,0.8716262653937938,4.5384464599770205
Taiwan,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,8.0,5.0,2.0,2.0,1.0,2.666874831127324,0.8690815536865895
Taiwan,phi-3-mini-128k-instruct,zh-tw,2.0,2.0,1.0,1.0,7.0,7.0,5.0,2.0,3.0,2.0,2.909836369802872,0.8364691382786844
Trinidad and Tobago,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,8.0,8.0,7.0,2.0,2.0,1.0,2.9666310791585837,0.9958282836070349
Tunisia,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Tunisia,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,5.0,5.0,2.0,2.0,1.0,1.8284468082441236,0.35751291717116057
United Kingdom,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
United States,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,2.0,3.583709012112545,1.3768621360260707
Uruguay,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,7.0,10.0,7.0,2.0,2.0,1.0,3.5661974282681235,1.4055244701076859
Uruguay,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,7.0,8.0,7.0,2.0,3.0,1.0,4.0681526947675435,1.149317284968991
Venezuela,phi-3-mini-128k-instruct,en,2.0,1.0,1.0,2.0,8.0,7.0,7.0,2.0,2.0,1.0,2.7277694053849224,0.8939558335922567
Venezuela,phi-3-mini-128k-instruct,es,2.0,1.0,1.0,2.0,9.0,7.0,5.0,2.0,2.0,1.0,2.1843271542292304,0.3553065307296218
Yemen,phi-3-mini-128k-instruct,ar,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-2.3211847189582344,3.7132413289743367
Yemen,phi-3-mini-128k-instruct,en,2.0,2.0,1.0,2.0,10.0,2.0,4.0,2.0,2.0,1.0,-0.7145857305820388,-0.5689223217121
Zambia,phi-3-mini-128k-instruct,en-native,2.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,1.0,1.706603806681907,0.15156163070006554
